reducible/log/proj0000.log,C,6,"6+8+10+11+15+17"
reducible/log/proj0001.log,D,0,-
reducible/log/proj0002.log,C,1,"20"
reducible/log/proj0003.log,C,1,"9"
reducible/log/proj0004.log,D,0,-
reducible/log/proj0005.log,D,0,-
reducible/log/proj0006.log,D,0,-
reducible/log/proj0007.log,C,2,"11+13"
reducible/log/proj0008.log,C,2,"10+28"
reducible/log/proj0009.log,C,1,"24"
reducible/log/proj0010.log,D,0,-
reducible/log/proj0011.log,D,0,-
reducible/log/proj0012.log,D,0,-
reducible/log/proj0013.log,C,3,"17+19+24"
reducible/log/proj0014.log,D,0,-
reducible/log/proj0015.log,C,3,"10+16+20"
reducible/log/proj0016.log,C,1,"18"
reducible/log/proj0017.log,C,1,"21"
reducible/log/proj0018.log,C,1,"23"
reducible/log/proj0019.log,C,2,"19+23"
reducible/log/proj0020.log,C,2,"16+41"
reducible/log/proj0021.log,C,2,"17+29"
reducible/log/proj0022.log,D,0,-
reducible/log/proj0023.log,C,1,"10"
reducible/log/proj0024.log,D,0,-
reducible/log/proj0025.log,D,0,-
reducible/log/proj0026.log,C,1,"11"
reducible/log/proj0027.log,D,0,-
reducible/log/proj0028.log,C,1,"23"
reducible/log/proj0029.log,C,1,"21"
reducible/log/proj0030.log,D,0,-
reducible/log/proj0031.log,C,1,"21"
reducible/log/proj0032.log,C,4,"11+15+17+21"
reducible/log/proj0033.log,D,0,-
reducible/log/proj0034.log,D,0,-
reducible/log/proj0035.log,D,0,-
reducible/log/proj0036.log,D,0,-
reducible/log/proj0037.log,C,1,"24"
reducible/log/proj0038.log,C,1,"19"
reducible/log/proj0039.log,C,1,"11"
reducible/log/proj0040.log,C,1,"14"
reducible/log/proj0041.log,C,1,"17"
reducible/log/proj0042.log,C,1,"22"
reducible/log/proj0043.log,C,1,"22"
reducible/log/proj0044.log,C,1,"21"
reducible/log/proj0045.log,C,3,"18+22+38"
reducible/log/proj0046.log,C,1,"19"
reducible/log/proj0047.log,C,4,"22+26+38+43"
reducible/log/proj0048.log,C,1,"20"
reducible/log/proj0049.log,C,1,"26"
reducible/log/proj0050.log,C,1,"24"
reducible/log/proj0051.log,C,1,"10"
reducible/log/proj0052.log,C,1,"24"
reducible/log/proj0053.log,C,1,"41"
reducible/log/proj0054.log,C,2,"30+42"
reducible/log/proj0055.log,C,1,"41"
reducible/log/proj0056.log,C,1,"40"
reducible/log/proj0057.log,C,1,"43"
reducible/log/proj0058.log,C,1,"14"
reducible/log/proj0059.log,C,4,"19+21+37+43"
reducible/log/proj0060.log,C,1,"44"
reducible/log/proj0061.log,C,1,"18"
reducible/log/proj0062.log,C,1,"40"
reducible/log/proj0063.log,C,2,"42+49"
reducible/log/proj0064.log,C,1,"28"
reducible/log/proj0065.log,C,1,"43"
reducible/log/proj0066.log,C,3,"37+41+42"
reducible/log/proj0067.log,C,2,"36+41"
reducible/log/proj0068.log,C,3,"22+35+46"
reducible/log/proj0069.log,C,1,"32"
reducible/log/proj0070.log,C,1,"42"
reducible/log/proj0071.log,C,1,"31"
reducible/log/proj0072.log,D,0,-
