new_imply2_star/log/1-1-proj0155.log,C,1,"31"
new_imply2_star/log/1-1-proj2762.log,C,3,"12+21+35"
new_imply2_star/log/1-1-proj2856.log,D,0,-
new_imply2_star/log/1-1-proj3015.log,D,0,-
new_imply2_star/log/1-1-proj3107.log,C,2,"13+40"
new_imply2_star/log/1-1-proj3916.log,C,1,"19"
new_imply2_star/log/1-1-proj4104.log,C,1,"25"
new_imply2_star/log/1-1-proj4105.log,C,1,"14"
new_imply2_star/log/1-1-proj4191.log,C,1,"13"
new_imply2_star/log/1-1-proj4244.log,D,0,-
new_imply2_star/log/1-1-proj4471.log,C,3,"26+30+40"
new_imply2_star/log/1-1-proj4475.log,D,0,-
new_imply2_star/log/1-1-proj4834.log,C,2,"26+36"
new_imply2_star/log/1-1-proj4835.log,C,2,"13+36"
new_imply2_star/log/1-1-proj4933.log,D,0,-
new_imply2_star/log/1-1-proj5179.log,C,3,"18+44+51"
new_imply2_star/log/1-1-proj5271.log,D,0,-
new_imply2_star/log/1-1-proj5366.log,D,0,-
new_imply2_star/log/1-1-proj5476.log,D,0,-
new_imply2_star/log/1-1-proj5482.log,D,0,-
new_imply2_star/log/1-1-proj5577.log,D,0,-
new_imply2_star/log/1-2-proj4543.log,D,0,-
new_imply2_star/log/10-1-proj4475.log,D,0,-
new_imply2_star/log/11-1-proj4475.log,D,0,-
new_imply2_star/log/12-1-proj4475.log,C,6,"11+12+15+17+37+41"
new_imply2_star/log/13-1-proj4475.log,D,0,-
new_imply2_star/log/14-1-proj4475.log,D,0,-
new_imply2_star/log/15-1-proj4475.log,D,0,-
new_imply2_star/log/2-1-proj0155.log,D,0,-
new_imply2_star/log/2-1-proj2762.log,D,0,-
new_imply2_star/log/2-1-proj2856.log,C,1,"28"
new_imply2_star/log/2-1-proj3015.log,C,1,"28"
new_imply2_star/log/2-1-proj3107.log,C,2,"12+39"
new_imply2_star/log/2-1-proj3916.log,C,1,"31"
new_imply2_star/log/2-1-proj4104.log,C,1,"15"
new_imply2_star/log/2-1-proj4105.log,C,1,"13"
new_imply2_star/log/2-1-proj4191.log,C,1,"44"
new_imply2_star/log/2-1-proj4244.log,C,1,"24"
new_imply2_star/log/2-1-proj4471.log,C,1,"36"
new_imply2_star/log/2-1-proj4475.log,D,0,-
new_imply2_star/log/2-1-proj4834.log,D,0,-
new_imply2_star/log/2-1-proj4835.log,D,0,-
new_imply2_star/log/2-1-proj5179.log,D,0,-
new_imply2_star/log/2-1-proj5271.log,C,1,"27"
new_imply2_star/log/2-1-proj5366.log,C,4,"16+20+43+45"
new_imply2_star/log/2-1-proj5476.log,C,2,"26+36"
new_imply2_star/log/2-1-proj5482.log,D,0,-
new_imply2_star/log/2-1-proj5577.log,C,2,"11+36"
new_imply2_star/log/2-2-proj4543.log,C,1,"27"
new_imply2_star/log/3-1-proj0155.log,D,0,-
new_imply2_star/log/3-1-proj2762.log,D,0,-
new_imply2_star/log/3-1-proj2856.log,D,0,-
new_imply2_star/log/3-1-proj3015.log,D,0,-
new_imply2_star/log/3-1-proj3107.log,D,0,-
new_imply2_star/log/3-1-proj3916.log,D,0,-
new_imply2_star/log/3-1-proj4104.log,D,0,-
new_imply2_star/log/3-1-proj4105.log,D,0,-
new_imply2_star/log/3-1-proj4191.log,D,0,-
new_imply2_star/log/3-1-proj4244.log,D,0,-
new_imply2_star/log/3-1-proj4471.log,C,1,"37"
new_imply2_star/log/3-1-proj4475.log,D,0,-
new_imply2_star/log/3-1-proj4834.log,D,0,-
new_imply2_star/log/3-1-proj4835.log,D,0,-
new_imply2_star/log/3-1-proj5179.log,D,0,-
new_imply2_star/log/3-1-proj5271.log,D,0,-
new_imply2_star/log/3-1-proj5366.log,D,0,-
new_imply2_star/log/3-1-proj5476.log,D,0,-
new_imply2_star/log/3-1-proj5482.log,D,0,-
new_imply2_star/log/3-1-proj5577.log,D,0,-
new_imply2_star/log/3-2-proj4543.log,D,0,-
new_imply2_star/log/4-1-proj3916.log,C,1,"37"
new_imply2_star/log/4-1-proj4475.log,C,1,"13"
new_imply2_star/log/4-2-proj4543.log,C,6,"28+30+32+33+46+50"
new_imply2_star/log/5-1-proj3916.log,D,0,-
new_imply2_star/log/5-1-proj4475.log,D,0,-
new_imply2_star/log/5-2-proj4543.log,D,0,-
new_imply2_star/log/6-1-proj3916.log,C,1,"27"
new_imply2_star/log/6-1-proj4475.log,D,0,-
new_imply2_star/log/6-2-proj4543.log,C,1,"26"
new_imply2_star/log/7-1-proj3916.log,D,0,-
new_imply2_star/log/7-1-proj4475.log,D,0,-
new_imply2_star/log/7-2-proj4543.log,D,0,-
new_imply2_star/log/8-1-proj4475.log,C,1,"11"
new_imply2_star/log/9-1-proj4475.log,D,0,-
